"","fips","state","county","year","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude"
"339",6097,"CA","Sonoma County",2012,"13.4%",64790,"130%","SNAP","185%","Other Nutrition Program","46.5%","17.8%","35.7%","NA","21.5%","22,840","61%","39%","$3.07","$34,819,000.00","1",38.5285599879,-122.887483333
"340",6099,"CA","Stanislaus County",2012,"17.6%",90820,"130%","SNAP","185%","Other Nutrition Program","61.6%","16.9%","21.5%","NA","29.5%","43,360","76%","24%","$2.72","$43,247,000.00","1",37.5596231173,-120.997728951
"341",6101,"CA","Sutter County",2012,"19.1%",18110,"130%","SNAP","185%","Other Nutrition Program","55.8%","22.6%","21.6%","NA","30.3%","7,850","80%","20%","$2.49","$7,902,000.00","1",39.0347176537,-121.694837777
"342",6103,"CA","Tehama County",2012,"17.9%",11320,"130%","SNAP","185%","Other Nutrition Program","63.4%","23.9%","12.6%","NA","30.3%","4,860","85%","15%","$2.82","$5,587,000.00","1",40.1257489332,-122.234030581
"343",6105,"CA","Trinity County",2012,"18.7%",2560,"130%","SNAP","185%","Other Nutrition Program","55.2%","22.0%","22.8%","NA","30.8%","820","78%","22%","$2.76","$1,238,000.00","1",40.6506363021,-123.112687957
"344",6107,"CA","Tulare County",2012,"17.7%",78240,"130%","SNAP","185%","Other Nutrition Program","80.6%","12.2%","7.2%","NA","32.7%","46,940","87%","13%","$2.64","$36,169,000.00","1",36.2204314354,-118.800475359
"345",6109,"CA","Tuolumne County",2012,"15.7%",8660,"130%","SNAP","185%","Other Nutrition Program","45.1%","17.6%","37.2%","NA","24.5%","2,350","69%","32%","$3.47","$5,259,000.00","1",38.0277827472,-119.954608354
"346",6111,"CA","Ventura County",2012,"11.6%",95200,"130%","SNAP","185%","Other Nutrition Program","47.5%","16.0%","36.5%","NA","21.3%","44,870","58%","42%","$3.08","$51,337,000.00","1",34.4716370318,-119.078252096
"347",6113,"CA","Yolo County",2012,"16.9%",33920,"130%","SNAP","185%","Other Nutrition Program","57.6%","15.8%","26.5%","NA","23.7%","10,750","68%","32%","$2.83","$16,821,000.00","1",38.6870109765,-121.901509517
"348",6115,"CA","Yuba County",2012,"20.0%",14440,"130%","SNAP","185%","Other Nutrition Program","58.8%","20.5%","20.7%","NA","31.2%","6,510","80%","20%","$2.52","$6,363,000.00","1",39.269286796,-121.35122881
"349",6001,"CA","Alameda County",2013,"15.3%",235570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.2%","0.0%","36.8%","NA","20.7%","70,680","60%","40%","$3.40","$141,835,000.00","1",37.6448737628,-121.882288836
"350",6003,"CA","Alpine County",2013,"16.7%",190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.9%","0.0%","28.1%","NA","24.8%","60","43%","57%","$3.21","$108,000.00","1",38.5979709975,-119.820210752
"351",6005,"CA","Amador County",2013,"15.4%",5760,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.9%","0.0%","45.1%","NA","26.5%","1,610","60%","40%","$3.70","$3,768,000.00","1",38.4461173773,-120.65157196
"352",6007,"CA","Butte County",2013,"18.4%",40640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.0%","0.0%","20.0%","NA","27.3%","12,470","74%","26%","$2.98","$21,435,000.00","1",39.6670113073,-121.600718282
"353",6009,"CA","Calaveras County",2013,"15.2%",6870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.5%","0.0%","44.5%","NA","23.2%","1,990","44%","56%","$3.60","$4,380,000.00","1",38.2050147927,-120.553756737
"354",6011,"CA","Colusa County",2013,"14.8%",3150,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%","0.0%","9.3%","NA","29.0%","1,810","85%","15%","$4.00","$2,230,000.00","1",39.1775362451,-122.237100273
"355",6013,"CA","Contra Costa County",2013,"12.9%",137910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.7%","0.0%","39.3%","NA","19.8%","51,540","56%","44%","$3.31","$80,710,000.00","1",37.9155346665,-121.927176832
"356",6015,"CA","Del Norte County",2013,"19.2%",5460,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.3%","0.0%","27.7%","NA","30.6%","1,860","80%","20%","$3.24","$3,127,000.00","1",41.7434380162,-123.896950371
"357",6017,"CA","El Dorado County",2013,"13.6%",24650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.5%","0.0%","45.5%","NA","21.4%","8,600","51%","49%","$3.82","$16,671,000.00","1",38.7787541226,-120.525262109
"358",6019,"CA","Fresno County",2013,"16.6%",155600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.6%","0.0%","4.4%","NA","30.7%","85,200","83%","17%","$2.70","$74,268,000.00","1",36.7583709705,-119.651022678
"359",6021,"CA","Glenn County",2013,"15.5%",4340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%","0.0%","9.3%","NA","27.0%","2,090","82%","18%","$2.92","$2,246,000.00","1",39.5983656482,-122.392092433
"360",6023,"CA","Humboldt County",2013,"18.9%",25420,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.1%","0.0%","20.9%","NA","27.3%","7,280","71%","29%","$2.95","$13,251,000.00","1",40.6986310325,-123.873713677
"361",6025,"CA","Imperial County",2013,"17.4%",30420,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.3%","0.0%","6.7%","NA","35.4%","18,000","84%","16%","$2.53","$13,597,000.00","1",33.0396666316,-115.365267034
"362",6027,"CA","Inyo County",2013,"14.8%",2730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.6%","0.0%","31.4%","NA","23.7%","920","67%","33%","$2.90","$1,402,000.00","1",36.5112075686,-117.410731439
"363",6029,"CA","Kern County",2013,"15.1%",128270,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.6%","0.0%","6.4%","NA","28.5%","72,490","82%","19%","$2.80","$63,675,000.00","1",35.3428386484,-118.729938045
"364",6031,"CA","Kings County",2013,"16.2%",24550,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.9%","0.0%","13.1%","NA","29.2%","12,300","83%","17%","$2.73","$11,866,000.00","1",36.075306112,-119.815547843
"365",6033,"CA","Lake County",2013,"19.7%",12690,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.1%","0.0%","11.9%","NA","32.4%","4,320","83%","17%","$3.48","$7,825,000.00","1",39.0996074075,-122.753384296
"366",6035,"CA","Lassen County",2013,"17.7%",6040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","44.3%","0.0%","55.7%","NA","28.1%","1,520","61%","39%","$3.37","$3,598,000.00","1",40.6735197906,-120.594276729
"367",6037,"CA","Los Angeles County",2013,"14.7%",1452130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.9%","0.0%","12.1%","NA","24.9%","590,910","74%","26%","$3.08","$790,382,000.00","1",34.3615935047,-118.216981811
"368",6039,"CA","Madera County",2013,"13.8%",20950,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","0.0%","0.0%","NA","28.3%","12,130","89%","11%","$3.33","$12,355,000.00","1",37.21816377,-119.762685404
"369",6041,"CA","Marin County",2013,"11.9%",30220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.5%","0.0%","49.5%","NA","17.6%","9,250","47%","53%","$3.74","$20,019,000.00","1",38.0728900672,-122.71915116
"370",6043,"CA","Mariposa County",2013,"16.6%",2990,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.0%","0.0%","28.0%","NA","27.9%","870","64%","36%","$2.82","$1,493,000.00","1",37.5813163577,-119.906074042
"371",6045,"CA","Mendocino County",2013,"16.1%",14090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.5%","0.0%","11.5%","NA","27.0%","5,180","80%","20%","$3.50","$8,737,000.00","1",39.440445802,-123.391375934
"372",6047,"CA","Merced County",2013,"16.7%",43120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","0.0%","0.0%","NA","31.6%","25,360","88%","13%","$2.83","$21,587,000.00","1",37.1928046251,-120.717925436
"373",6049,"CA","Modoc County",2013,"18.7%",1770,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.0%","0.0%","20.0%","NA","30.8%","640","78%","22%","$2.90","$907,000.00","1",41.5897858558,-120.725182912
"374",6051,"CA","Mono County",2013,"13.6%",1930,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%","0.0%","10.6%","NA","21.2%","630","84%","16%","$2.86","$976,000.00","1",37.9391539251,-118.886797787
"375",6053,"CA","Monterey County",2013,"12.6%",53080,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.7%","0.0%","7.3%","NA","25.2%","28,230","77%","23%","$3.01","$28,282,000.00","1",36.2172938519,-121.23941124
"376",6055,"CA","Napa County",2013,"11.2%",15500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.7%","0.0%","29.3%","NA","20.1%","6,290","67%","33%","$3.61","$9,914,000.00","1",38.5076030306,-122.330530356
"377",6057,"CA","Nevada County",2013,"14.8%",14550,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.6%","0.0%","38.4%","NA","23.5%","4,350","59%","41%","$4.02","$10,364,000.00","1",39.301273004,-120.768694433
"378",6059,"CA","Orange County",2013,"11.4%",349090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.9%","0.0%","25.1%","NA","20.6%","151,310","64%","36%","$3.12","$192,751,000.00","1",33.703091525,-117.761211249
"379",6061,"CA","Placer County",2013,"13.4%",47570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.5%","0.0%","47.5%","NA","20.9%","17,880","51%","49%","$3.32","$27,974,000.00","1",39.063936061,-120.717238332
"380",6063,"CA","Plumas County",2013,"18.6%",3650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.5%","0.0%","26.5%","NA","28.6%","1,020","85%","15%","$3.02","$1,952,000.00","1",40.0047236595,-120.838727612
"381",6065,"CA","Riverside County",2013,"12.7%",282920,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.9%","0.0%","12.1%","NA","24.1%","148,520","76%","25%","$2.84","$142,290,000.00","1",33.74364051,-115.994021641
"382",6067,"CA","Sacramento County",2013,"17.1%",245480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.0%","0.0%","23.0%","NA","25.3%","91,650","72%","28%","$2.92","$126,721,000.00","1",38.4543841802,-121.338809393
"383",6069,"CA","San Benito County",2013,"10.5%",5900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.9%","0.0%","15.1%","NA","23.0%","3,630","69%","31%","$3.57","$3,733,000.00","1",36.6055494282,-121.074869757
"384",6071,"CA","San Bernardino County",2013,"13.2%",272200,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.3%","0.0%","8.7%","NA","24.7%","145,320","77%","23%","$2.77","$133,318,000.00","1",34.8413712057,-116.178482683
"385",6073,"CA","San Diego County",2013,"13.9%",435560,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.9%","0.0%","26.1%","NA","22.3%","161,680","67%","33%","$3.17","$244,082,000.00","1",33.03590414,-116.733115518
"386",6075,"CA","San Francisco County",2013,"16.7%",136340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.5%","0.0%","36.5%","NA","19.9%","21,830","55%","45%","$3.92","$94,683,000.00","1",37.7545101587,-122.442201158
"387",6077,"CA","San Joaquin County",2013,"16.3%",113260,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.4%","0.0%","15.6%","NA","27.2%","54,380","77%","23%","$2.85","$57,214,000.00","1",37.9347888756,-121.271031094
"388",6079,"CA","San Luis Obispo County",2013,"14.4%",39290,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.8%","0.0%","33.2%","NA","21.6%","10,970","62%","38%","$3.34","$23,193,000.00","1",35.3871699387,-120.404113779
"389",6081,"CA","San Mateo County",2013,"11.1%",80730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.3%","0.0%","44.7%","NA","17.6%","28,310","50%","50%","$3.46","$49,372,000.00","1",37.4222797899,-122.328717603
"390",6083,"CA","Santa Barbara County",2013,"12.1%",51580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.1%","0.0%","13.9%","NA","21.9%","21,420","72%","28%","$3.06","$27,981,000.00","1",34.7247642306,-120.022280302
"391",6085,"CA","Santa Clara County",2013,"12.1%",219110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.7%","0.0%","39.3%","NA","19.3%","83,460","54%","46%","$3.35","$129,964,000.00","1",37.2314656159,-121.694370762
"392",6087,"CA","Santa Cruz County",2013,"13.9%",36910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.4%","0.0%","29.6%","NA","22.8%","12,610","65%","35%","$3.46","$22,600,000.00","1",37.0562738337,-122.001503233
"393",6089,"CA","Shasta County",2013,"18.7%",33300,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.5%","0.0%","21.5%","NA","28.7%","11,280","78%","22%","$2.82","$16,616,000.00","1",40.7638035968,-122.040258069
"394",6091,"CA","Sierra County",2013,"18.8%",590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.5%","0.0%","32.5%","NA","31.0%","160","62%","39%","$3.13","$327,000.00","1",39.5802326921,-120.5158689
"395",6093,"CA","Siskiyou County",2013,"20.5%",9130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.2%","0.0%","18.8%","NA","31.6%","2,890","75%","25%","$3.05","$4,923,000.00","1",41.5927766918,-122.540597429
"396",6095,"CA","Solano County",2013,"15.2%",63390,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.6%","0.0%","38.4%","NA","22.6%","22,680","59%","41%","$2.93","$32,915,000.00","1",38.2809617098,-121.925388545
"397",6097,"CA","Sonoma County",2013,"13.1%",63810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.1%","0.0%","30.9%","NA","21.3%","22,420","63%","37%","$3.40","$38,367,000.00","1",38.5285599879,-122.887483333
"398",6099,"CA","Stanislaus County",2013,"16.1%",83250,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.4%","0.0%","11.6%","NA","28.7%","41,960","79%","21%","$2.85","$42,058,000.00","1",37.5596231173,-120.997728951
"399",6101,"CA","Sutter County",2013,"18.3%",17330,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.5%","0.0%","14.5%","NA","29.7%","7,650","84%","17%","$2.53","$7,752,000.00","1",39.0347176537,-121.694837777
"400",6103,"CA","Tehama County",2013,"17.2%",10850,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.7%","0.0%","13.3%","NA","29.4%","4,640","85%","15%","$2.99","$5,750,000.00","1",40.1257489332,-122.234030581
"401",6105,"CA","Trinity County",2013,"19.7%",2680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.4%","0.0%","21.6%","NA","32.4%","800","78%","22%","$2.98","$1,414,000.00","1",40.6506363021,-123.112687957
"402",6107,"CA","Tulare County",2013,"15.0%",67200,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%","0.0%","0.0%","NA","30.8%","44,290","88%","12%","$2.72","$32,336,000.00","1",36.2204314354,-118.800475359
"403",6109,"CA","Tuolumne County",2013,"16.7%",9130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.7%","0.0%","35.3%","NA","26.3%","2,480","68%","32%","$3.60","$5,822,000.00","1",38.0277827472,-119.954608354
"404",6111,"CA","Ventura County",2013,"10.4%",86240,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%","0.0%","26.2%","NA","20.8%","43,470","62%","38%","$3.25","$49,625,000.00","1",34.4716370318,-119.078252096
"405",6113,"CA","Yolo County",2013,"16.0%",32410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.5%","0.0%","21.5%","NA","23.3%","10,560","71%","29%","$3.05","$17,510,000.00","1",38.6870109765,-121.901509517
"406",6115,"CA","Yuba County",2013,"19.3%",14000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.6%","0.0%","12.4%","NA","30.9%","6,460","81%","20%","$2.64","$6,536,000.00","1",39.269286796,-121.35122881
"407",6001,"CA","Alameda County",2014,"14.9%",232040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.4%",NA,"35.6%","NA","19.4%","66,520","59%","41%","$3.41","$139,752,000.00","1",37.6448737628,-121.882288836
"408",6003,"CA","Alpine County",2014,"15.0%",180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.4%",NA,"27.6%","NA","21.7%","50","43%","57%","$3.31","$105,000.00","1",38.5979709975,-119.820210752
"409",6005,"CA","Amador County",2014,"14.7%",5450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.2%",NA,"44.8%","NA","25.4%","1,520","57%","43%","$3.84","$3,694,000.00","1",38.4461173773,-120.65157196
"410",6007,"CA","Butte County",2014,"18.0%",39960,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.3%",NA,"17.7%","NA","27.1%","12,330","73%","27%","$3.03","$21,387,000.00","1",39.6670113073,-121.600718282
"411",6009,"CA","Calaveras County",2014,"14.1%",6320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.0%",NA,"40.0%","NA","22.7%","1,910","46%","54%","$4.12","$4,596,000.00","1",38.2050147927,-120.553756737
"412",6011,"CA","Colusa County",2014,"14.3%",3060,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.1%",NA,"2.9%","NA","27.6%","1,700","85%","15%","$2.94","$1,589,000.00","1",39.1775362451,-122.237100273
"413",6013,"CA","Contra Costa County",2014,"12.5%",134810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.3%",NA,"37.7%","NA","18.7%","48,690","55%","45%","$3.28","$78,156,000.00","1",37.9155346665,-121.927176832
"414",6015,"CA","Del Norte County",2014,"18.8%",5270,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.0%",NA,"26.0%","NA","29.7%","1,780","78%","23%","$3.15","$2,932,000.00","1",41.7434380162,-123.896950371
"415",6017,"CA","El Dorado County",2014,"13.0%",23650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.7%",NA,"42.3%","NA","21.0%","8,300","52%","48%","$4.05","$16,927,000.00","1",38.7787541226,-120.525262109
"416",6019,"CA","Fresno County",2014,"16.0%",151960,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.9%",NA,"1.1%","NA","29.2%","81,200","80%","21%","$2.77","$74,404,000.00","1",36.7583709705,-119.651022678
"417",6021,"CA","Glenn County",2014,"14.9%",4170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.6%",NA,"6.4%","NA","25.5%","1,950","82%","18%","$3.07","$2,259,000.00","1",39.5983656482,-122.392092433
"418",6023,"CA","Humboldt County",2014,"18.0%",24340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.6%",NA,"19.4%","NA","26.5%","7,030","72%","28%","$2.98","$12,822,000.00","1",40.6986310325,-123.873713677
"419",6025,"CA","Imperial County",2014,"16.6%",29380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.1%",NA,"1.9%","NA","33.0%","16,820","80%","20%","$2.56","$13,279,000.00","1",33.0396666316,-115.365267034
"420",6027,"CA","Inyo County",2014,"14.3%",2640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.1%",NA,"30.9%","NA","22.2%","860","64%","36%","$2.98","$1,391,000.00","1",36.5112075686,-117.410731439
"421",6029,"CA","Kern County",2014,"14.3%",122940,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.8%",NA,"2.2%","NA","26.5%","67,580","78%","22%","$2.87","$62,378,000.00","1",35.3428386484,-118.729938045
"422",6031,"CA","Kings County",2014,"15.6%",23590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.1%",NA,"9.9%","NA","27.9%","11,680","82%","18%","$2.98","$12,431,000.00","1",36.075306112,-119.815547843
"423",6033,"CA","Lake County",2014,"18.1%",11590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.0%",NA,"10.0%","NA","29.6%","3,910","80%","20%","$3.54","$7,236,000.00","1",39.0996074075,-122.753384296
"424",6035,"CA","Lassen County",2014,"17.1%",5720,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","43.8%",NA,"56.2%","NA","28.2%","1,410","58%","42%","$3.42","$3,453,000.00","1",40.6735197906,-120.594276729
"425",6037,"CA","Los Angeles County",2014,"14.0%",1393170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.9%",NA,"8.1%","NA","22.8%","536,100","72%","28%","$3.15","$774,124,000.00","1",34.3615935047,-118.216981811
"426",6039,"CA","Madera County",2014,"13.4%",20380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","26.4%","11,320","84%","16%","$3.54","$12,738,000.00","1",37.21816377,-119.762685404
"427",6041,"CA","Marin County",2014,"11.5%",29620,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","51.3%",NA,"48.7%","NA","17.1%","9,050","45%","55%","$3.79","$19,820,000.00","1",38.0728900672,-122.71915116
"428",6043,"CA","Mariposa County",2014,"16.3%",2920,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.0%",NA,"32.0%","NA","27.0%","840","59%","41%","$2.91","$1,500,000.00","1",37.5813163577,-119.906074042
"429",6045,"CA","Mendocino County",2014,"15.7%",13780,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.0%",NA,"10.0%","NA","26.0%","5,000","80%","20%","$3.81","$9,269,000.00","1",39.440445802,-123.391375934
"430",6047,"CA","Merced County",2014,"15.5%",40480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","28.9%","23,190","85%","15%","$2.93","$20,961,000.00","1",37.1928046251,-120.717925436
"431",6049,"CA","Modoc County",2014,"17.6%",1640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.9%",NA,"20.1%","NA","30.0%","590","77%","23%","$3.00","$868,000.00","1",41.5897858558,-120.725182912
"432",6051,"CA","Mono County",2014,"12.1%",1720,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.6%",NA,"14.4%","NA","18.9%","540","86%","14%","$2.93","$890,000.00","1",37.9391539251,-118.886797787
"433",6053,"CA","Monterey County",2014,"11.8%",49980,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.7%",NA,"1.3%","NA","23.0%","25,890","76%","24%","$3.03","$26,697,000.00","1",36.2172938519,-121.23941124
"434",6055,"CA","Napa County",2014,"10.6%",14820,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.7%",NA,"26.3%","NA","18.6%","5,770","66%","34%","$3.76","$9,840,000.00","1",38.5076030306,-122.330530356
"435",6057,"CA","Nevada County",2014,"14.2%",14000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.3%",NA,"36.7%","NA","23.4%","4,250","58%","42%","$4.28","$10,591,000.00","1",39.301273004,-120.768694433
"436",6059,"CA","Orange County",2014,"10.9%",335480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%",NA,"22.0%","NA","19.3%","141,170","63%","37%","$3.21","$190,303,000.00","1",33.703091525,-117.761211249
"437",6061,"CA","Placer County",2014,"12.6%",45470,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","53.5%",NA,"46.5%","NA","20.3%","17,310","50%","50%","$3.38","$27,126,000.00","1",39.063936061,-120.717238332
"438",6063,"CA","Plumas County",2014,"18.1%",3490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.5%",NA,"27.5%","NA","29.3%","980","78%","23%","$3.10","$1,909,000.00","1",40.0047236595,-120.838727612
"439",6065,"CA","Riverside County",2014,"11.6%",262830,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.5%",NA,"6.5%","NA","21.8%","134,270","73%","27%","$2.92","$135,683,000.00","1",33.74364051,-115.994021641
"440",6067,"CA","Sacramento County",2014,"16.7%",242830,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.4%",NA,"21.6%","NA","24.4%","88,290","70%","30%","$2.98","$127,577,000.00","1",38.4543841802,-121.338809393
"441",6069,"CA","San Benito County",2014,"9.0%",5100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.2%",NA,"7.8%","NA","20.1%","3,180","67%","33%","$3.90","$3,509,000.00","1",36.6055494282,-121.074869757
"442",6071,"CA","San Bernardino County",2014,"12.2%",254220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.1%",NA,"2.9%","NA","22.5%","131,290","74%","26%","$2.85","$127,873,000.00","1",34.8413712057,-116.178482683
"443",6073,"CA","San Diego County",2014,"13.3%",423130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.2%",NA,"23.8%","NA","20.8%","151,440","66%","35%","$3.22","$240,565,000.00","1",33.03590414,-116.733115518
"444",6075,"CA","San Francisco County",2014,"16.0%",132670,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.4%",NA,"36.6%","NA","18.6%","20,670","55%","45%","$3.92","$91,808,000.00","1",37.7545101587,-122.442201158
"445",6077,"CA","San Joaquin County",2014,"15.6%",109110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.8%",NA,"12.2%","NA","25.6%","51,090","75%","25%","$2.96","$56,953,000.00","1",37.9347888756,-121.271031094
