"","county","year","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff"
"525","Santa Cruz County",2018,6087,"CA",10.3,28230,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.4%",NA,"24.6%","NA","14.0%","7510","72%","28%",4.1,"$19,567,000.00","1",37.0562738337,-122.001503233,141291.666666667,134216.666666667,7041.66666666667,0.05,136.22,1.49,2.61
"526","Santa Cruz County",2019,6087,"CA",10.1,27710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.4%",NA,"27.6%","27.6%","12.6%","6,700","73%","27%",4.1,"$19,442,000","2",37.0562738337,-122.001503233,141400,134450,6950,0.0491666666666667,141.13,1.55,2.55
"527","Santa Cruz County",2020,6087,"CA",10,27360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.2%",NA,"31.8%","31.8%","13.6%","7,090","65%","35%",4.51,"$19,869,000","2",37.0562738337,-122.001503233,135108.333333333,121975,13133.3333333333,0.0973333333333333,151.1,1.66,2.85
"528","Santa Cruz County",2021,6087,"CA",9,24550,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.7%",NA,NA,"32.3%","10.3%","5,330","67%","33%",4.72,"$20,472,000","2",37.0562738337,-122.001503233,133108.333333333,123891.666666667,9233.33333333333,0.0694166666666667,216.53,2.37,2.35
"529","Shasta County",2010,6089,"CA",20.5,36330,"130.0%","SNAP","185.0%","Other Nutrition Program","49.2%","15.8%","34.9%","NA","29.0%","11470","68%","32%",2.46,"$15,383,530","1",40.7638035968,-122.040258069,78683.3333333333,65175,13508.3333333333,0.17175,146.46,1.61,0.85
"530","Shasta County",2011,6089,"CA",18.1,32110,"130%","SNAP","185%","Other Nutrition Program","50.9%","24.1%","25.0%","NA","27.7%","11130","76%","24%",2.67,"$13,976,950.00","1",40.7638035968,-122.040258069,76991.6666666667,64525,12483.3333333333,0.162083333333333,147.06,1.61,1.06
"531","Shasta County",2012,6089,"CA",18.1,32180,"130%","SNAP","185%","Other Nutrition Program","53.9%","21.8%","24.4%","NA","27.8%","11,040","76%","24%",2.65,"$14,921,000.00","1",40.7638035968,-122.040258069,75900,64966.6666666667,10933.3333333333,0.144083333333333,149.05,1.63,1.02
"532","Shasta County",2013,6089,"CA",18.7,33300,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.5%","0.0%","21.5%","NA","28.7%","11,280","78%","22%",2.82,"$16,616,000.00","1",40.7638035968,-122.040258069,75041.6666666667,66058.3333333333,8983.33333333333,0.119583333333333,151.44,1.66,1.16
"533","Shasta County",2014,6089,"CA",18.3,32710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.4%",NA,"21.6%","NA","28.6%","11,200","76%","25%",2.88,"$16,624,000.00","1",40.7638035968,-122.040258069,74733.3333333333,67466.6666666667,7266.66666666667,0.0973333333333333,141.99,1.56,1.32
"534","Shasta County",2015,6089,"CA",18,32190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%",NA,"21.2%","NA","25.5%","9,920","79%","21%",2.96,"$17,099,000.00","1",40.7638035968,-122.040258069,74108.3333333333,68316.6666666667,5783.33333333333,0.07825,142,1.56,1.4
"535","Shasta County",2016,6089,"CA",16.8,30130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.8%",NA,"25.2%","NA","23.7%","9,210","78%","22%",3,"$15,458,000.00","1",40.7638035968,-122.040258069,74216.6666666667,69016.6666666667,5191.66666666667,0.07,138.97,1.52,1.48
"536","Shasta County",2017,6089,"CA",15.9,28440,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%",NA,"26.2%","NA","22.5%","8,730","77%","23%",3.1,"$15,022,000.00","1",40.7638035968,-122.040258069,73916.6666666667,69608.3333333333,4316.66666666667,0.0584166666666667,136.44,1.5,1.6
"537","Shasta County",2018,6089,"CA",14.2,25490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%",NA,"24.2%","NA","21.9%","8480","70%","30%",3.24,"$13,960,000.00","1",40.7638035968,-122.040258069,73891.6666666667,70200,3716.66666666667,0.05025,136.22,1.49,1.75
"538","Shasta County",2019,6089,"CA",14.5,25910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.9%",NA,"31.1%","31.1%","20.4%","7,900","68%","32%",3.18,"$14,084,000","2",40.7638035968,-122.040258069,72975,69466.6666666667,3508.33333333333,0.0478333333333333,141.13,1.55,1.63
"539","Shasta County",2020,6089,"CA",13.8,24670,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.0%",NA,"27.0%","27.0%","17.9%","6,910","67%","33%",3.56,"$14,144,000","2",40.7638035968,-122.040258069,73400,66866.6666666667,6541.66666666667,0.0893333333333333,151.1,1.66,1.9
"540","Shasta County",2021,6089,"CA",12.4,22620,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.1%",NA,NA,"20.9%","15.7%","6,210","69%","32%",3.97,"$15,872,000","2",40.7638035968,-122.040258069,72991.6666666667,67941.6666666667,5033.33333333333,0.069,216.53,2.37,1.6
"541","Sierra County",2010,6091,"CA",18.9,640,"130.0%","SNAP","185.0%","Other Nutrition Program","33.4%","5.9%","60.8%","NA","27.7%","160","39%","62%",2.55,"$280,920","1",39.5802326921,-120.5158689,1612.5,1360.83333333333,252.5,0.157916666666667,146.46,1.61,0.94
"542","Sierra County",2011,6091,"CA",16.5,540,"130%","SNAP","185%","Other Nutrition Program","43.6%","11.6%","44.8%","NA","29.2%","160","53%","47%",2.93,"$257,940.00","1",39.5802326921,-120.5158689,1600,1357.5,241.666666666667,0.151583333333333,147.06,1.61,1.32
"543","Sierra County",2012,6091,"CA",17.2,540,"130%","SNAP","185%","Other Nutrition Program","48.4%","13.1%","38.6%","NA","30.2%","160","51%","49%",2.94,"$278,000.00","1",39.5802326921,-120.5158689,1467.5,1253.33333333333,214.166666666667,0.14625,149.05,1.63,1.31
"544","Sierra County",2013,6091,"CA",18.8,590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.5%","0.0%","32.5%","NA","31.0%","160","62%","39%",3.13,"$327,000.00","1",39.5802326921,-120.5158689,1448.33333333333,1260,186.666666666667,0.129416666666667,151.44,1.66,1.47
"545","Sierra County",2014,6091,"CA",16.7,500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.4%",NA,"36.6%","NA","28.9%","140","61%","39%",3.22,"$284,000.00","1",39.5802326921,-120.5158689,1410.83333333333,1266.66666666667,145,0.102,141.99,1.56,1.66
"546","Sierra County",2015,6091,"CA",16.1,490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.5%",NA,"38.5%","NA","24.8%","110","72%","28%",3.32,"$292,000.00","1",39.5802326921,-120.5158689,1362.5,1241.66666666667,120.833333333333,0.088,142,1.56,1.76
"547","Sierra County",2016,6091,"CA",13.6,400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.5%",NA,"43.5%","NA","19.6%","80","62%","38%",3.38,"$231,000.00","1",39.5802326921,-120.5158689,1335,1232.5,101.666666666667,0.0763333333333333,138.97,1.52,1.86
"548","Sierra County",2017,6091,"CA",13.2,380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.2%",NA,"38.8%","NA","18.5%","80","55%","45%",3.47,"$225,000.00","1",39.5802326921,-120.5158689,1291.66666666667,1204.16666666667,85.8333333333333,0.0656666666666667,136.44,1.5,1.97
"549","Sierra County",2018,6091,"CA",10.5,310,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.8%",NA,"29.2%","NA","17.8%","80","45%","55%",3.61,"$189,000.00","1",39.5802326921,-120.5158689,1277.5,1200,76.6666666666667,0.06075,136.22,1.49,2.12
"550","Sierra County",2019,6091,"CA",11.6,350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.4%",NA,"28.6%","28.6%","17.5%","80","59%","41%",3.55,"$212,000","2",39.5802326921,-120.5158689,1331.66666666667,1259.16666666667,73.3333333333333,0.05425,141.13,1.55,2
"551","Sierra County",2020,6091,"CA",11.3,330,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.2%",NA,"35.8%","35.8%","13.6%","60","51%","49%",4.96,"$264,000","2",39.5802326921,-120.5158689,1288.33333333333,1182.5,106.666666666667,0.0833333333333333,151.1,1.66,3.3
"552","Sierra County",2021,6091,"CA",8.7,270,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.9%",NA,NA,"33.1%","9.4%","40","54%","46%",5.16,"$246,000","2",39.5802326921,-120.5158689,1310,1228.33333333333,79.1666666666667,0.0613333333333333,216.53,2.37,2.79
"553","Siskiyou County",2010,6093,"CA",21.8,9750,"130.0%","SNAP","185.0%","Other Nutrition Program","51.4%","20.2%","28.4%","NA","30.5%","2730","70%","31%",2.93,"$4,917,310","1",41.5927766918,-122.540597429,19672.5,16282.5,3390.83333333333,0.1725,146.46,1.61,1.32
"554","Siskiyou County",2011,6093,"CA",19.6,8770,"130%","SNAP","185%","Other Nutrition Program","53.5%","25.5%","21.0%","NA","30.4%","2820","75%","25%",3.06,"$4,375,040.00","1",41.5927766918,-122.540597429,19426.6666666667,16070.8333333333,3355,0.172833333333333,147.06,1.61,1.45
"555","Siskiyou County",2012,6093,"CA",19.6,8750,"130%","SNAP","185%","Other Nutrition Program","57.0%","24.7%","18.3%","NA","30.2%","2,770","77%","23%",3,"$4,599,000.00","1",41.5927766918,-122.540597429,18853.3333333333,15865.8333333333,2990,0.158583333333333,149.05,1.63,1.37
"556","Siskiyou County",2013,6093,"CA",20.5,9130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.2%","0.0%","18.8%","NA","31.6%","2,890","75%","25%",3.05,"$4,923,000.00","1",41.5927766918,-122.540597429,18240,15812.5,2429.16666666667,0.13325,151.44,1.66,1.39
"557","Siskiyou County",2014,6093,"CA",20,8840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.1%",NA,"15.9%","NA","31.8%","2,880","78%","22%",3.27,"$5,106,000.00","1",41.5927766918,-122.540597429,17977.5,15960,2015.83333333333,0.112583333333333,141.99,1.56,1.71
"558","Siskiyou County",2015,6093,"CA",19.6,8600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.8%",NA,"15.2%","NA","28.4%","2,530","84%","16%",3.29,"$5,078,000.00","1",41.5927766918,-122.540597429,17882.5,16200,1685.83333333333,0.0943333333333333,142,1.56,1.73
"559","Siskiyou County",2016,6093,"CA",18.4,8050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.8%",NA,"17.2%","NA","26.2%","2,320","86%","15%",3.34,"$4,599,000.00","1",41.5927766918,-122.540597429,17896.6666666667,16370.8333333333,1526.66666666667,0.0855833333333333,138.97,1.52,1.82
"560","Siskiyou County",2017,6093,"CA",16.9,7340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.8%",NA,"20.2%","NA","23.7%","2,090","86%","15%",3.43,"$4,300,000.00","1",41.5927766918,-122.540597429,17785.8333333333,16485.8333333333,1300.83333333333,0.07325,136.44,1.5,1.93
"561","Siskiyou County",2018,6093,"CA",16.1,7000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.4%",NA,"16.6%","NA","24.7%","2170","78%","22%",3.48,"$4,120,000.00","1",41.5927766918,-122.540597429,17362.5,16190.8333333333,1171.66666666667,0.0676666666666667,136.22,1.49,1.99
"562","Siskiyou County",2019,6093,"CA",16.2,7020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.3%",NA,"23.7%","23.7%","22.5%","1,980","77%","24%",3.27,"$3,925,000","2",41.5927766918,-122.540597429,17190,16070.8333333333,1125,0.0655,141.13,1.55,1.72
"563","Siskiyou County",2020,6093,"CA",15,6510,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.3%",NA,"17.7%","17.7%","19.9%","1,750","76%","24%",3.51,"$3,684,000","2",41.5927766918,-122.540597429,17001.6666666667,15298.3333333333,1704.16666666667,0.1005,151.1,1.66,1.85
"564","Siskiyou County",2021,6093,"CA",13.7,6050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.6%",NA,NA,"14.4%","17.5%","1,570","76%","24%",3.9,"$4,164,000","2",41.5927766918,-122.540597429,16705.8333333333,15350.8333333333,1355,0.0813333333333333,216.53,2.37,1.53
"565","Solano County",2010,6095,"CA",16.8,69040,"130.0%","SNAP","185.0%","Other Nutrition Program","35.2%","12.5%","52.3%","NA","21.3%","21760","57%","43%",2.47,"$29,353,060","1",38.2809617098,-121.925388545,202558.333333333,176533.333333333,26025,0.1285,146.46,1.61,0.86
"566","Solano County",2011,6095,"CA",15.6,64360,"130%","SNAP","185%","Other Nutrition Program","34.3%","16.3%","49.4%","NA","20.7%","21120","54%","46%",2.68,"$28,119,760.00","1",38.2809617098,-121.925388545,201908.333333333,176925,24991.6666666667,0.123833333333333,147.06,1.61,1.07
"567","Solano County",2012,6095,"CA",15.3,63430,"130%","SNAP","185%","Other Nutrition Program","39.2%","15.7%","45.1%","NA","21.6%","21,840","56%","44%",2.74,"$30,402,000.00","1",38.2809617098,-121.925388545,202241.666666667,180258.333333333,21975,0.1085,149.05,1.63,1.11
"568","Solano County",2013,6095,"CA",15.2,63390,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.6%","0.0%","38.4%","NA","22.6%","22,680","59%","41%",2.93,"$32,915,000.00","1",38.2809617098,-121.925388545,202333.333333333,183750,18583.3333333333,0.0918333333333333,151.44,1.66,1.27
"569","Solano County",2014,6095,"CA",15.2,64110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.6%",NA,"37.4%","NA","21.9%","21,790","59%","41%",2.98,"$33,737,000.00","1",38.2809617098,-121.925388545,202391.666666667,186983.333333333,15408.3333333333,0.0763333333333333,141.99,1.56,1.42
"570","Solano County",2015,6095,"CA",14.5,61600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.8%",NA,"33.2%","NA","19.9%","19,750","63%","37%",3.09,"$34,171,000.00","1",38.2809617098,-121.925388545,204866.666666667,192225,12633.3333333333,0.0616666666666667,142,1.56,1.53
"571","Solano County",2016,6095,"CA",13.7,59020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.5%",NA,"32.5%","NA","18.5%","18,270","63%","37%",3.12,"$31,508,000.00","1",38.2809617098,-121.925388545,207283.333333333,195816.666666667,11433.3333333333,0.0550833333333333,138.97,1.52,1.6
"572","Solano County",2017,6095,"CA",12.6,54670,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.1%",NA,"33.9%","NA","17.3%","17,090","62%","38%",3.21,"$29,959,000.00","1",38.2809617098,-121.925388545,207941.666666667,197950,9991.66666666667,0.048,136.44,1.5,1.71
"573","Solano County",2018,6095,"CA",10,43650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.5%",NA,"31.5%","NA","14.3%","14080","60%","40%",3.32,"$24,504,000.00","1",38.2809617098,-121.925388545,209066.666666667,200800,8250,0.0395833333333333,136.22,1.49,1.83
"574","Solano County",2019,6095,"CA",8.5,37600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.7%",NA,"35.3%","35.3%","13.3%","13,100","59%","41%",3.28,"$21,082,000","2",38.2809617098,-121.925388545,208508.333333333,200575,7933.33333333333,0.0381666666666667,141.13,1.55,1.73
"575","Solano County",2020,6095,"CA",9.4,41840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.7%",NA,"40.3%","40.3%","16.0%","15,810","56%","44%",3.55,"$23,888,000","2",38.2809617098,-121.925388545,202216.666666667,182483.333333333,19733.3333333333,0.098,151.1,1.66,1.89
"576","Solano County",2021,6095,"CA",8.3,37290,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.5%",NA,NA,"39.5%","13.3%","13,380","56%","44%",3.9,"$25,713,000","2",38.2809617098,-121.925388545,200666.666666667,185800,14875,0.0741666666666667,216.53,2.37,1.53
"577","Sonoma County",2010,6097,"CA",14.3,67820,"130.0%","SNAP","185.0%","Other Nutrition Program","39.5%","17.2%","43.3%","NA","21.7%","22510","54%","47%",2.8,"$32,686,730","1",38.5285599879,-122.887483333,244608.333333333,217541.666666667,27075,0.11075,146.46,1.61,1.19
"578","Sonoma County",2011,6097,"CA",13.5,64790,"130%","SNAP","185%","Other Nutrition Program","40.9%","19.6%","39.5%","NA","21.2%","22580","58%","42%",2.98,"$31,476,400.00","1",38.5285599879,-122.887483333,245600,220083.333333333,25525,0.103916666666667,147.06,1.61,1.37
"579","Sonoma County",2012,6097,"CA",13.4,64790,"130%","SNAP","185%","Other Nutrition Program","46.5%","17.8%","35.7%","NA","21.5%","22,840","61%","39%",3.07,"$34,819,000.00","1",38.5285599879,-122.887483333,245666.666666667,223566.666666667,22108.3333333333,0.0900833333333333,149.05,1.63,1.44
"580","Sonoma County",2013,6097,"CA",13.1,63810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.1%","0.0%","30.9%","NA","21.3%","22,420","63%","37%",3.4,"$38,367,000.00","1",38.5285599879,-122.887483333,249016.666666667,231100,17925,0.072,151.44,1.66,1.74
"581","Sonoma County",2014,6097,"CA",12.4,61170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.8%",NA,"29.2%","NA","19.9%","20,830","64%","36%",3.42,"$36,985,000.00","1",38.5285599879,-122.887483333,255566.666666667,241050,14508.3333333333,0.05675,141.99,1.56,1.86
"582","Sonoma County",2015,6097,"CA",11.6,57500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.3%",NA,"27.7%","NA","17.9%","18,530","67%","33%",3.61,"$37,263,000.00","1",38.5285599879,-122.887483333,257658.333333333,246033.333333333,11633.3333333333,0.0450833333333333,142,1.56,2.05
"583","Sonoma County",2016,6097,"CA",10.7,53360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.7%",NA,"26.3%","NA","16.1%","16,570","67%","33%",3.73,"$34,011,000.00","1",38.5285599879,-122.887483333,259233.333333333,248883.333333333,10350,0.04,138.97,1.52,2.21
"584","Sonoma County",2017,6097,"CA",10,50100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.3%",NA,"31.7%","NA","15.2%","15,460","60%","40%",3.82,"$32,681,000.00","1",38.5285599879,-122.887483333,259758.333333333,250941.666666667,8850,0.034,136.44,1.5,2.32
"585","Sonoma County",2018,6097,"CA",9,45340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.4%",NA,"31.6%","NA","11.8%","11870","67%","33%",4,"$30,682,000.00","1",38.5285599879,-122.887483333,260641.666666667,253375,7233.33333333333,0.0279166666666667,136.22,1.49,2.51
"586","Sonoma County",2019,6097,"CA",8.7,43600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.4%",NA,"36.6%","36.6%","10.3%","10,230","66%","34%",4,"$29,835,000","2",38.5285599879,-122.887483333,257675,250675,7000,0.027,141.13,1.55,2.45
"587","Sonoma County",2020,6097,"CA",9.3,46040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.5%",NA,"40.5%","40.5%","12.1%","11,820","60%","40%",4.3,"$31,858,000","2",38.5285599879,-122.887483333,246208.333333333,226416.666666667,19791.6666666667,0.0810833333333333,151.1,1.66,2.64
"588","Sonoma County",2021,6097,"CA",8.3,41080,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.5%",NA,NA,"41.5%","9.4%","9,140","59%","41%",4.61,"$33,485,000","2",38.5285599879,-122.887483333,243675,230183.333333333,13525,0.0555833333333333,216.53,2.37,2.24
"589","Stanislaus County",2010,6099,"CA",19.9,101300,"130.0%","SNAP","185.0%","Other Nutrition Program","49.9%","22.3%","27.8%","NA","31.0%","45230","65%","35%",2.55,"$44,463,670","1",37.5596231173,-120.997728951,243816.666666667,201666.666666667,42158.3333333333,0.173083333333333,146.46,1.61,0.94
"590","Stanislaus County",2011,6099,"CA",19.2,98380,"130%","SNAP","185%","Other Nutrition Program","53.8%","18.7%","27.5%","NA","30.8%","45550","73%","27%",2.71,"$43,464,720.00","1",37.5596231173,-120.997728951,242158.333333333,201566.666666667,40616.6666666667,0.167916666666667,147.06,1.61,1.1
"591","Stanislaus County",2012,6099,"CA",17.6,90820,"130%","SNAP","185%","Other Nutrition Program","61.6%","16.9%","21.5%","NA","29.5%","43,360","76%","24%",2.72,"$43,247,000.00","1",37.5596231173,-120.997728951,241650,205108.333333333,36550,0.15125,149.05,1.63,1.09
"592","Stanislaus County",2013,6099,"CA",16.1,83250,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.4%","0.0%","11.6%","NA","28.7%","41,960","79%","21%",2.85,"$42,058,000.00","1",37.5596231173,-120.997728951,240266.666666667,208808.333333333,31491.6666666667,0.131083333333333,151.44,1.66,1.19
"593","Stanislaus County",2014,6099,"CA",15,78380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.2%",NA,"7.8%","NA","26.5%","38,670","76%","24%",2.97,"$41,145,000.00","1",37.5596231173,-120.997728951,240216.666666667,213083.333333333,27141.6666666667,0.113,141.99,1.56,1.41
"594","Stanislaus County",2015,6099,"CA",13.4,70590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.1%",NA,"5.9%","NA","24.1%","35,090","77%","23%",3.07,"$38,923,000.00","1",37.5596231173,-120.997728951,240991.666666667,217966.666666667,23008.3333333333,0.0955,142,1.56,1.51
"595","Stanislaus County",2016,6099,"CA",12.3,65380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.7%",NA,"2.3%","NA","21.9%","31,950","76%","24%",3.09,"$34,508,000.00","1",37.5596231173,-120.997728951,242750,221766.666666667,20983.3333333333,0.0863333333333333,138.97,1.52,1.57
"596","Stanislaus County",2017,6099,"CA",11.9,63550,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.0%",NA,"7.0%","NA","20.6%","30,200","74%","26%",3.21,"$34,841,000.00","1",37.5596231173,-120.997728951,241966.666666667,223750,18250,0.0753333333333333,136.44,1.5,1.71
"597","Stanislaus County",2018,6099,"CA",12.4,67100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.9%",NA,"7.1%","NA","18.2%","26790","81%","20%",3.3,"$37,491,000.00","1",37.5596231173,-120.997728951,243066.666666667,227308.333333333,15733.3333333333,0.06475,136.22,1.49,1.81
"598","Stanislaus County",2019,6099,"CA",11.8,64300,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.0%",NA,"11.0%","11.0%","16.9%","24,970","79%","21%",3.25,"$35,745,000","2",37.5596231173,-120.997728951,242925,228116.666666667,14808.3333333333,0.061,141.13,1.55,1.7
"599","Stanislaus County",2020,6099,"CA",11.8,64320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.4%",NA,"14.6%","14.6%","18.5%","27,340","77%","23%",3.61,"$37,385,000","2",37.5596231173,-120.997728951,242500,215875,26616.6666666667,0.109916666666667,151.1,1.66,1.95
"600","Stanislaus County",2021,6099,"CA",11,60680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.4%",NA,NA,"17.6%","15.2%","22,840","74%","26%",3.86,"$41,378,000","2",37.5596231173,-120.997728951,240208.333333333,220150,20033.3333333333,0.08325,216.53,2.37,1.49
"601","Sutter County",2010,6101,"CA",21.5,20090,"130.0%","SNAP","185.0%","Other Nutrition Program","44.9%","22.9%","32.2%","NA","31.7%","8160","65%","36%",2.32,"$8,022,760","1",39.0347176537,-121.694837777,46075,37416.6666666667,8650,0.187916666666667,146.46,1.61,0.71
"602","Sutter County",2011,6101,"CA",20.2,19000,"130%","SNAP","185%","Other Nutrition Program","49.0%","25.7%","25.3%","NA","31.1%","8110","78%","22%",2.6,"$8,053,560.00","1",39.0347176537,-121.694837777,45925,37450,8483.33333333333,0.18475,147.06,1.61,0.99
"603","Sutter County",2012,6101,"CA",19.1,18110,"130%","SNAP","185%","Other Nutrition Program","55.8%","22.6%","21.6%","NA","30.3%","7,850","80%","20%",2.49,"$7,902,000.00","1",39.0347176537,-121.694837777,45516.6666666667,37750,7758.33333333333,0.170416666666667,149.05,1.63,0.86
"604","Sutter County",2013,6101,"CA",18.3,17330,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.5%","0.0%","14.5%","NA","29.7%","7,650","84%","17%",2.53,"$7,752,000.00","1",39.0347176537,-121.694837777,44658.3333333333,38066.6666666667,6600,0.147833333333333,151.44,1.66,0.87
"605","Sutter County",2014,6101,"CA",16.9,16100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.4%",NA,"12.6%","NA","27.6%","7,040","80%","20%",2.64,"$7,513,000.00","1",39.0347176537,-121.694837777,44225,38575,5666.66666666667,0.127916666666667,141.99,1.56,1.08
"606","Sutter County",2015,6101,"CA",15.8,15090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.8%",NA,"10.2%","NA","25.3%","6,400","82%","18%",2.68,"$7,241,000.00","1",39.0347176537,-121.694837777,44725,39925,4808.33333333333,0.107583333333333,142,1.56,1.12
"607","Sutter County",2016,6101,"CA",15,14350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.5%",NA,"12.5%","NA","23.5%","5,910","80%","20%",2.75,"$6,739,000.00","1",39.0347176537,-121.694837777,44983.3333333333,40625,4375,0.0974166666666667,138.97,1.52,1.23
"608","Sutter County",2017,6101,"CA",14.4,13800,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.8%",NA,"12.2%","NA","22.6%","5,690","78%","22%",2.86,"$6,740,000.00","1",39.0347176537,-121.694837777,44958.3333333333,41041.6666666667,3933.33333333333,0.0879166666666667,136.44,1.5,1.36
"609","Sutter County",2018,6101,"CA",13.8,13250,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.0%",NA,"14.0%","NA","20.8%","5230","79%","22%",2.91,"$6,516,000.00","1",39.0347176537,-121.694837777,44841.6666666667,41416.6666666667,3416.66666666667,0.0764166666666667,136.22,1.49,1.42
