"","year","county","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude.x","longitude.x","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff","population","all_returns","agi","median_income","median_rank","joint_returns","joint_returns_median_income","joint_returns_median_rank","tax_assessed","latitude.y","longitude.y","new_georeferenced_column"
"472",2018,"Del Norte County",6015,"CA",16.7,4570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.1%",NA,"19.9%","NA","25.1%","1490","79%","21%",3.49,"$2,701,000.00","1",41.7434380162,-123.896950371,9710,9154.16666666667,556.666666666667,0.0573333333333333,136.22,1.49,2,27419,9098,450228880,33785,45,3572,63116,43,12519117,41.70557047,-123.8920045,"POINT (-123.8920045 41.70557047)"
"473",2018,"El Dorado County",6017,"CA",9.1,17040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.3%",NA,"41.7%","NA","13.4%","5080","47%","53%",4.47,"$12,877,000.00","1",38.7787541226,-120.525262109,91033.3333333333,87708.3333333333,3308.33333333333,0.0364166666666667,136.22,1.49,2.98,189360,87825,8250430479,51008,8,41003,102347,8,424261966,38.76394197,-120.6060593,"POINT (-120.6060593 38.76394197)"
"474",2018,"Fresno County",6019,"CA",15.2,148670,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.8%",NA,"6.2%","NA","22.9%","64140","79%","21%",3.07,"$77,333,000.00","1",36.7583709705,-119.651022678,446175,412391.666666667,33766.6666666667,0.0755833333333333,136.22,1.49,1.58,1010837,386367,22003081162,32541,49,132293,65516,38,866634148,36.81276025,-119.6826941,"POINT (-119.6826941 36.81276025)"
"475",2018,"Glenn County",6021,"CA",14.2,3970,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.7%",NA,"2.3%","NA","20.2%","1510","78%","22%",3.33,"$2,240,000.00","1",39.5983656482,-122.392092433,12767.5,11927.5,840,0.066,136.22,1.49,1.84,28755,12285,617500029,34683,42,5055,58680,49,20005874,39.59028676,-122.0780968,"POINT (-122.0780968 39.59028676)"
"476",2018,"Humboldt County",6023,"CA",14.1,19190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.1%",NA,"15.9%","NA","19.6%","5140","77%","23%",3.32,"$10,777,000.00","1",40.6986310325,-123.873713677,62533.3333333333,60266.6666666667,2266.66666666667,0.03625,136.22,1.49,1.83,135765,54164,2909751925,33410,46,18396,69065,35,99667093,40.86148517,-123.8585124,"POINT (-123.8585124 40.86148517)"
"477",2018,"Imperial County",6025,"CA",19.2,34600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.2%",NA,"2.8%","NA","31.4%","16230","82%","18%",2.71,"$15,890,000.00","1",33.0396666316,-115.365267034,71125,57775,13350,0.187666666666667,136.22,1.49,1.22,188948,71075,3125218054,27225,58,27486,44565,58,84118086,33.07729374,-114.7515356,"POINT (-114.7515356 33.07729374)"
"478",2018,"Inyo County",6027,"CA",10.5,1900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.5%",NA,"32.5%","NA","14.4%","520","59%","41%",3.27,"$1,052,000.00","1",36.5112075686,-117.410731439,8705,8362.5,340,0.0390833333333333,136.22,1.49,1.78,18522,8408,506657172,39341,27,3260,77541,24,18246051,36.63350255,-118.2559592,"POINT (-118.2559592 36.63350255)"
"479",2018,"Kern County",6029,"CA",14.3,125870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.5%",NA,"4.5%","NA","21.6%","55590","81%","19%",3.04,"$64,654,000.00","1",35.3428386484,-118.729938045,385733.333333333,354566.666666667,31166.6666666667,0.081,136.22,1.49,1.55,907055,327383,18304520126,33262,48,121211,64607,39,648995888,35.37676773,-118.8073572,"POINT (-118.8073572 35.37676773)"
"480",2018,"Kings County",6031,"CA",14.4,21690,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.9%",NA,"13.1%","NA","21.1%","8630","81%","19%",3.07,"$11,253,000.00","1",36.075306112,-119.815547843,57491.6666666667,52958.3333333333,4533.33333333333,0.0785833333333333,136.22,1.49,1.58,153318,49375,2357833005,33409,47,18646,58720,48,64971772,36.01947119,-120.0181641,"POINT (-120.0181641 36.01947119)"
"481",2018,"Lake County",6033,"CA",15.7,10050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.1%",NA,"13.9%","NA","23.1%","3070","76%","24%",3.92,"$6,666,000.00","1",39.0996074075,-122.753384296,29071.6666666667,27531.6666666667,1540.83333333333,0.0529166666666667,136.22,1.49,2.43,65020,23901,1200985491,32486,50,8894,58138,51,35082381,39.06500481,-122.6570192,"POINT (-122.6570192 39.06500481)"
"482",2018,"Lassen County",6035,"CA",12.5,3910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","48.3%",NA,"51.7%","NA","19.9%","980","62%","38%",3.88,"$2,568,000.00","1",40.6735197906,-120.594276729,9854.16666666667,9378.33333333333,475,0.04825,136.22,1.49,2.39,30527,9804,544777716,44851,14,4305,75961,26,16925626,40.43255922,-120.6495591,"POINT (-120.6495591 40.43255922)"
"483",2018,"Los Angeles County",6037,"CA",11.4,1146290,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.7%",NA,"13.3%","NA","15.2%","342250","76%","24%",3.46,"$672,171,000.00","1",34.3615935047,-118.216981811,5119462.5,4881933.33333333,237529.166666667,0.0464583333333333,136.22,1.49,1.97,10269935,4516237,331342689250,37379,31,1356288,76115,25,20645822353,34.0594833,-118.242048,"POINT (-118.242048 34.0594833)"
"484",2018,"Madera County",6039,"CA",13.2,20530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.2%",NA,"4.8%","NA","20.4%","8750","84%","17%",3.97,"$13,794,000.00","1",37.21816377,-119.762685404,61241.6666666667,56900,4350,0.071,136.22,1.49,2.48,158511,56643,2860856134,32356,52,22483,58187,50,88018654,37.09637123,-119.8904305,"POINT (-119.8904305 37.09637123)"
"485",2018,"Marin County",6041,"CA",7.4,19260,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.1%",NA,"47.9%","NA","8.4%","4460","57%","43%",4.61,"$15,025,000.00","1",38.0728900672,-122.71915116,139725,136316.666666667,3408.33333333333,0.0243333333333333,136.22,1.49,3.12,262326,126382,25997689202,72094,1,50900,169809,1,2126697224,38.03952573,-122.7299513,"POINT (-122.7299513 38.03952573)"
"486",2018,"Mariposa County",6043,"CA",13.4,2350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.9%",NA,"25.1%","NA","21.0%","600","65%","35%",3.22,"$1,282,000.00","1",37.5813163577,-119.906074042,7650.83333333333,7242.5,410,0.0536666666666667,136.22,1.49,1.73,17904,6614,356266504,36600,35,2779,63411,42,11415403,37.72289349,-119.9767358,"POINT (-119.9767358 37.72289349)"
"487",2018,"Mendocino County",6045,"CA",13.5,11760,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.9%",NA,"14.1%","NA","19.4%","3660","83%","17%",3.53,"$7,022,000.00","1",39.440445802,-123.391375934,39456.6666666667,37877.5,1580.83333333333,0.0400833333333333,136.22,1.49,2.04,88875,37661,2030657991,34334,44,13564,62548,44,74332633,39.31034149,-123.6517776,"POINT (-123.6517776 39.31034149)"
"488",2018,"Merced County",6047,"CA",15,40280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","22.8%","18270","89%","11%",3.25,"$22,131,000.00","1",37.1928046251,-120.717925436,115233.333333333,105550,9700,0.084,136.22,1.49,1.76,279433,102688,4751540930,32470,51,37841,56706,52,134132314,37.1324242,-120.7167521,"POINT (-120.7167521 37.1324242)"
"489",2018,"Modoc County",6049,"CA",14.7,1310,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.0%",NA,"7.0%","NA","24.2%","420","93%","7%",3.36,"$746,000.00","1",41.5897858558,-120.725182912,3155.83333333333,2917.5,238.333333333333,0.0761666666666667,136.22,1.49,1.87,9487,2901,122687945,31493,55,1306,51305,57,3648317,41.71368177,-120.943072,"POINT (-120.943072 41.71368177)"
"490",2018,"Mono County",6051,"CA",8.5,1210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.1%",NA,"23.9%","NA","12.0%","320","93%","7%",3.25,"$665,000.00","1",37.9391539251,-118.886797787,8426.66666666667,8084.16666666667,340.833333333333,0.0406666666666667,136.22,1.49,1.76,13827,5624,341407669,37227,32,1955,77696,23,13606350,38.34709997,-119.3327269,"POINT (-119.3327269 38.34709997)"
"491",2018,"Monterey County",6053,"CA",10.5,45410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.4%",NA,"4.6%","NA","15.2%","17380","91%","9%",3.44,"$26,475,000.00","1",36.2172938519,-121.23941124,221891.666666667,207716.666666667,14175,0.0643333333333333,136.22,1.49,1.95,444252,181503,12887545034,39184,28,62995,74309,28,593788587,36.32470669,-121.2968358,"POINT (-121.2968358 36.32470669)"
"492",2018,"Napa County",6055,"CA",7.9,11170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.3%",NA,"27.7%","NA","10.0%","2980","74%","26%",4.38,"$8,273,000.00","1",38.5076030306,-122.330530356,73783.3333333333,71583.3333333333,2191.66666666667,0.02975,136.22,1.49,2.89,140573,66243,6493370481,49678,9,25874,96410,11,383146206,38.45938161,-122.3328556,"POINT (-122.3328556 38.45938161)"
"493",2018,"Nevada County",6057,"CA",10.7,10570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.5%",NA,"33.5%","NA","15.9%","2730","62%","38%",4.8,"$8,592,000.00","1",39.301273004,-120.768694433,48568.3333333333,46860,1710,0.0351666666666667,136.22,1.49,3.31,98626,44863,3316127622,41533,23,19359,79293,22,154380036,39.29548859,-120.9008733,"POINT (-120.9008733 39.29548859)"
"494",2018,"Orange County",6059,"CA",8.5,267730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.3%",NA,"25.7%","NA","11.2%","79360","73%","28%",3.52,"$159,540,000.00","1",33.703091525,-117.761211249,1616150,1568275,47875,0.0295833333333333,136.22,1.49,2.03,3215372,1477556,139541571432,44522,17,558805,96007,13,8188061175,33.66073433,-117.9361373,"POINT (-117.9361373 33.66073433)"
"495",2018,"Placer County",6061,"CA",8.3,31530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","53.1%",NA,"46.9%","NA","11.6%","9930","44%","57%",3.8,"$20,285,000.00","1",39.063936061,-120.717238332,185633.333333333,179691.666666667,5958.33333333333,0.0320833333333333,136.22,1.49,2.31,389278,182523,17472803059,56762,6,84664,109200,7,881320286,39.0316205,-120.8830665,"POINT (-120.8830665 39.0316205)"
"496",2018,"Plumas County",6063,"CA",13.6,2540,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.0%",NA,"32.0%","NA","20.3%","620","64%","37%",3.48,"$1,496,000.00","1",40.0047236595,-120.838727612,7814.16666666667,7222.5,593.333333333333,0.0768333333333333,136.22,1.49,1.99,18702,7876,437104184,38411,30,3509,64568,40,14057003,40.00510655,-121.0077457,"POINT (-121.0077457 40.00510655)"
"497",2018,"Riverside County",6065,"CA",10,237800,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.8%",NA,"8.2%","NA","14.6%","89410","73%","27%",3.15,"$126,963,000.00","1",33.74364051,-115.994021641,1090133.33333333,1041683.33333333,48458.3333333333,0.0443333333333333,136.22,1.49,1.66,2420714,970466,56781365151,36529,36,362343,72400,31,1908686592,33.7775741,-115.4706931,"POINT (-115.4706931 33.7775741)"
"498",2018,"Sacramento County",6067,"CA",11.9,179860,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%",NA,"24.2%","NA","16.9%","61440","66%","34%",3.33,"$101,338,000.00","1",38.4543841802,-121.338809393,704233.333333333,676891.666666667,27325,0.0388333333333333,136.22,1.49,1.84,1537386,678283,44179011186,41920,22,238983,83061,20,1765009170,38.1923781,-121.6020643,"POINT (-121.6020643 38.1923781)"
"499",2018,"San Benito County",6069,"CA",7.5,4480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.2%",NA,"8.8%","NA","11.7%","1820","79%","21%",4.4,"$3,336,000.00","1",36.6055494282,-121.074869757,31200,29616.6666666667,1591.66666666667,0.0508333333333333,136.22,1.49,2.91,61437,27780,2114072012,45945,13,11245,90332,18,91827934,36.50024907,-121.0915105,"POINT (-121.0915105 36.50024907)"
"500",2018,"San Bernardino County",6071,"CA",10.7,229400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.4%",NA,"6.6%","NA","15.5%","88710","74%","26%",3.1,"$120,508,000.00","1",34.8413712057,-116.178482683,955075,915841.666666667,39250,0.0410833333333333,136.22,1.49,1.61,2178940,881293,49104644374,34892,41,301558,69069,34,1608903402,34.52258599,-115.5372574,"POINT (-115.5372574 34.52258599)"
"501",2018,"San Diego County",6073,"CA",9.6,316270,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.8%",NA,"25.2%","NA","12.6%","91730","70%","30%",3.52,"$188,159,000.00","1",33.03590414,-116.733115518,1579808.33333333,1526625,53175,0.0336666666666667,136.22,1.49,2.03,3344438,1503198,118521464839,43195,19,556543,89663,19,6320412237,32.78964014,-117.1936577,"POINT (-117.1936577 32.78964014)"
"502",2018,"San Francisco County",6075,"CA",10.2,88680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.1%",NA,"45.9%","NA","10.4%","12130","56%","44%",4.79,"$71,842,000.00","1",37.7545101587,-122.442201158,568725,555091.666666667,13650,0.024,136.22,1.49,3.3,886618,476921,81884509966,67265,2,128858,131216,4,6641582155,37.7577,-122.4376,"POINT (-122.4376 37.7577)"
"503",2018,"San Joaquin County",6077,"CA",12.4,90590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.3%",NA,"14.7%","NA","17.9%","36030","73%","27%",3.26,"$49,973,000.00","1",37.9347888756,-121.271031094,324141.666666667,304325,19808.3333333333,0.0610833333333333,136.22,1.49,1.77,760310,309672,16746479329,38685,29,115111,75481,27,686196918,37.933703,-121.3444014,"POINT (-121.3444014 37.933703)"
"504",2018,"San Luis Obispo County",6079,"CA",9.2,25910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.1%",NA,"29.9%","NA","12.1%","6120","68%","32%",3.75,"$16,465,000.00","1",35.3871699387,-120.404113779,140116.666666667,135900,4216.66666666667,0.0300833333333333,136.22,1.49,2.26,279321,126516,9712873483,45968,12,51320,91116,16,445315352,35.27435015,-120.6124974,"POINT (-120.6124974 35.27435015)"
"505",2018,"San Mateo County",6081,"CA",6.8,52280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.4%",NA,"41.6%","NA","7.7%","12490","64%","36%",3.98,"$35,204,000.00","1",37.4222797899,-122.328717603,449016.666666667,438925,10100,0.0225,136.22,1.49,2.49,774570,392105,76789387694,66840,4,152786,151167,3,6235908323,37.43944139,-122.3344603,"POINT (-122.3344603 37.43944139)"
"506",2018,"Santa Barbara County",6083,"CA",9.5,42350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%",NA,"9.3%","NA","12.7%","12620","81%","19%",3.44,"$24,684,000.00","1",34.7247642306,-120.022280302,215241.666666667,206716.666666667,8516.66666666667,0.0395833333333333,136.22,1.49,1.95,452953,194233,15860257408,40670,24,68942,82047,21,881510604,34.42119106,-119.6988197,"POINT (-119.6988197 34.42119106)"
"507",2018,"Santa Clara County",6085,"CA",7.2,138050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.5%",NA,"40.5%","NA","8.0%","34640","62%","38%",3.84,"$89,801,000.00","1",37.2314656159,-121.694370762,1042541.66666667,1014966.66666667,27566.6666666667,0.0264166666666667,136.22,1.49,2.35,1955946,919180,153525718635,67012,3,364993,153096,2,11385997115,37.23423826,-121.7317226,"POINT (-121.7317226 37.23423826)"
"508",2018,"Santa Cruz County",6087,"CA",10.3,28230,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.4%",NA,"24.6%","NA","14.0%","7510","72%","28%",4.1,"$19,567,000.00","1",37.0562738337,-122.001503233,141291.666666667,134216.666666667,7041.66666666667,0.05,136.22,1.49,2.61,275168,128314,11490106643,44750,15,46297,96362,12,625034638,37.02159755,-121.9471295,"POINT (-121.9471295 37.02159755)"
"509",2018,"Shasta County",6089,"CA",14.2,25490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%",NA,"24.2%","NA","21.9%","8480","70%","30%",3.24,"$13,960,000.00","1",40.7638035968,-122.040258069,73891.6666666667,70200,3716.66666666667,0.05025,136.22,1.49,1.75,178239,76844,4472880588,36274,37,32020,67691,37,157548563,40.53502155,-122.5021643,"POINT (-122.5021643 40.53502155)"
"510",2018,"Sierra County",6091,"CA",10.5,310,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.8%",NA,"29.2%","NA","17.8%","80","45%","55%",3.61,"$189,000.00","1",39.5802326921,-120.5158689,1277.5,1200,76.6666666666667,0.06075,136.22,1.49,2.12,3136,1115,64056324,40164,25,523,64078,41,2224034,39.56316056,-120.7739513,"POINT (-120.7739513 39.56316056)"
"511",2018,"Siskiyou County",6093,"CA",16.1,7000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.4%",NA,"16.6%","NA","24.7%","2170","78%","22%",3.48,"$4,120,000.00","1",41.5927766918,-122.540597429,17362.5,16190.8333333333,1171.66666666667,0.0676666666666667,136.22,1.49,1.99,44128,18023,866019924,32089,54,7509,55958,54,27049460,41.40245364,-123.1750119,"POINT (-123.1750119 41.40245364)"
"512",2018,"Solano County",6095,"CA",10,43650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.5%",NA,"31.5%","NA","14.3%","14080","60%","40%",3.32,"$24,504,000.00","1",38.2809617098,-121.925388545,209066.666666667,200800,8250,0.0395833333333333,136.22,1.49,1.83,439975,199570,14207125522,47732,11,73337,93629,15,538840904,38.17681839,-122.0352986,"POINT (-122.0352986 38.17681839)"
"513",2018,"Sonoma County",6097,"CA",9,45340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.4%",NA,"31.6%","NA","11.8%","11870","67%","33%",4,"$30,682,000.00","1",38.5285599879,-122.887483333,260641.666666667,253375,7233.33333333333,0.0279166666666667,136.22,1.49,2.51,500499,236070,20032919687,48240,10,87007,96497,10,1039091751,38.49367199,-122.9302632,"POINT (-122.9302632 38.49367199)"
"514",2018,"Stanislaus County",6099,"CA",12.4,67100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.9%",NA,"7.1%","NA","18.2%","26790","81%","20%",3.3,"$37,491,000.00","1",37.5596231173,-120.997728951,243066.666666667,227308.333333333,15733.3333333333,0.06475,136.22,1.49,1.81,554616,223599,12962858121,37135,33,85168,68951,36,465102420,37.50148783,-121.2164803,"POINT (-121.2164803 37.50148783)"
"515",2018,"Sutter County",6101,"CA",13.8,13250,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.0%",NA,"14.0%","NA","20.8%","5230","79%","22%",2.91,"$6,516,000.00","1",39.0347176537,-121.694837777,44841.6666666667,41416.6666666667,3416.66666666667,0.0764166666666667,136.22,1.49,1.42,101337,39782,2202274623,35528,38,16970,60452,46,73960701,39.01131111,-121.7233341,"POINT (-121.7233341 39.01131111)"
"516",2018,"Tehama County",6103,"CA",15.8,10000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.8%",NA,"8.2%","NA","24.3%","3690","81%","19%",3.3,"$5,583,000.00","1",40.1257489332,-122.234030581,25484.1666666667,24023.3333333333,1462.5,0.0574166666666667,136.22,1.49,1.81,64703,21611,1111567446,32195,53,8633,56690,53,40084418,40.25506437,-122.2937715,"POINT (-122.2937715 40.25506437)"
"517",2018,"Trinity County",6105,"CA",16.1,2070,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.3%",NA,"18.7%","NA","25.7%","560","69%","31%",3.35,"$1,174,000.00","1",40.6506363021,-123.112687957,4675,4405.83333333333,268.333333333333,0.05775,136.22,1.49,1.86,13385,4168,195093155,31216,56,1727,53244,56,6855632,40.84092907,-122.972844,"POINT (-122.972844 40.84092907)"
"518",2018,"Tulare County",6107,"CA",15.9,73140,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","23.9%","34270","89%","12%",3.1,"$38,373,000.00","1",36.2204314354,-118.800475359,202991.666666667,183133.333333333,19858.3333333333,0.09775,136.22,1.49,1.61,475781,171569,8237584622,30414,57,61557,55716,55,266473005,36.28254312,-118.2652098,"POINT (-118.2652098 36.28254312)"
"519",2018,"Tuolumne County",6109,"CA",12.8,6920,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.2%",NA,"34.8%","NA","18.7%","1680","57%","43%",4.06,"$4,759,000.00","1",38.0277827472,-119.954608354,21188.3333333333,20199.1666666667,990.833333333333,0.0465833333333333,136.22,1.49,2.57,52843,22922,1387295550,39543,26,9853,71827,33,49299702,37.96385957,-119.8920735,"POINT (-119.8920735 37.96385957)"
"520",2018,"Ventura County",6111,"CA",8.2,69710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.2%",NA,"20.8%","NA","11.4%","22840","72%","28%",3.47,"$40,922,000.00","1",34.4716370318,-119.078252096,423091.666666667,406883.333333333,16200,0.03825,136.22,1.49,1.98,855713,391203,32973598624,44622,16,152075,95285,14,1697001855,34.27709072,-119.2178496,"POINT (-119.2178496 34.27709072)"
"521",2018,"Yolo County",6113,"CA",10.6,22740,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.3%",NA,"16.7%","NA","13.6%","6250","70%","30%",3.53,"$13,583,000.00","1",38.6870109765,-121.901509517,107533.333333333,102925,4633.33333333333,0.043,136.22,1.49,2.04,222054,89957,6988604663,44264,18,34189,97176,9,318403040,38.68382688,-121.9127421,"POINT (-121.9127421 38.68382688)"
"522",2018,"Yuba County",6115,"CA",14.4,10870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.6%",NA,"20.4%","NA","21.3%","4450","73%","27%",3.11,"$5,729,000.00","1",39.269286796,-121.35122881,29233.3333333333,27350,1875,0.0645833333333333,136.22,1.49,1.62,77426,28272,1415396319,34903,40,11478,61259,45,36885966,39.27129476,-121.3793557,"POINT (-121.3793557 39.27129476)"
"523",2019,"Alameda County",6001,"CA",8.4,139810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.8%",NA,"43.2%","43.2%","9.9%","34,040","56%","44%",4,"$95,592,000","2",37.6448737628,-121.882288836,843033.333333333,817991.666666667,25075,0.02975,141.13,1.55,2.45,1671855,824351,98517940000,60757,5,308401,137588,5,5909877000,37.72022591,-122.1643521,"POINT (-122.1643521 37.72022591)"
"524",2019,"Alpine County",6003,"CA",13.1,140,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.0%",NA,"26.0%","26.0%","19.4%","40","87%","13%",3.65,"$87,000","2",38.5979709975,-119.820210752,541.666666666667,514.166666666667,29.1666666666667,0.0531666666666667,141.13,1.55,2.1,1115,453,26367000,34395,46,161,80831,23,907000,38.58842891,-119.7124417,"POINT (-119.7124417 38.58842891)"
"525",2019,"Amador County",6005,"CA",10.7,4120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","53.3%",NA,"46.7%","46.7%","16.1%","940","66%","35%",4.15,"$2,920,000","2",38.4461173773,-120.65157196,14834.1666666667,14254.1666666667,579.166666666667,0.0391666666666667,141.13,1.55,2.6,37577,16782,1082676000,44292,18,7619,76757,29,38485000,38.47216216,-120.5741948,"POINT (-120.5741948 38.47216216)"
"526",2019,"Butte County",6007,"CA",14.4,32450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%",NA,"24.2%","24.2%","18.7%","8,510","65%","35%",3.25,"$18,034,000","2",39.6670113073,-121.600718282,98116.6666666667,93100,5016.66666666667,0.0510833333333333,141.13,1.55,1.7,206362,86956,5263286000,35746,39,30707,76537,30,202660000,39.59127291,-121.6728818,"POINT (-121.6728818 39.59127291)"
"527",2019,"Calaveras County",6009,"CA",11.8,5360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.6%",NA,"36.4%","36.4%","18.7%","1,460","65%","35%",4.62,"$4,229,000","2",38.2050147927,-120.553756737,21358.3333333333,20539.1666666667,820,0.0384166666666667,141.13,1.55,3.07,44286,19995,1345012000,43184,21,9053,76397,31,52063000,38.25462698,-120.4657376,"POINT (-120.4657376 38.25462698)"
"528",2019,"Colusa County",6011,"CA",13.4,2870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%",NA,"9.3%","9.3%","21.9%","1,280","83%","17%",3.37,"$1,652,000","2",39.1775362451,-122.237100273,10990,9575,1415.83333333333,0.129333333333333,141.13,1.55,1.82,22075,9954,554106000,36482,35,4070,60147,48,20413000,39.16798125,-122.2990667,"POINT (-122.2990667 39.16798125)"
"529",2019,"Contra Costa County",6013,"CA",7.6,87180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.5%",NA,"39.5%","39.5%","10.4%","27,230","56%","44%",3.77,"$56,245,000","2",37.9155346665,-121.927176832,560966.666666667,543525,17458.3333333333,0.0310833333333333,141.13,1.55,2.22,1149800,515607,59385687000,57409,7,201214,122292,6,3550032000,37.98817952,-121.9371402,"POINT (-121.9371402 37.98817952)"
"530",2019,"Del Norte County",6015,"CA",15.8,4350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.5%",NA,"23.5%","23.5%","22.8%","1,350","79%","22%",3.38,"$2,513,000","2",41.7434380162,-123.896950371,9635.83333333333,9076.66666666667,560,0.05825,141.13,1.55,1.83,27193,9566,479077000,34746,45,3747,67284,41,13457000,41.70557047,-123.8920045,"POINT (-123.8920045 41.70557047)"
"531",2019,"El Dorado County",6017,"CA",9,16890,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.9%",NA,"47.1%","47.1%","11.5%","4,350","51%","50%",4.41,"$12,719,000","2",38.7787541226,-120.525262109,92341.6666666667,89066.6666666667,3275,0.0354166666666667,141.13,1.55,2.86,192012,89756,8361219000,51895,8,41384,103696,8,410450000,38.76394197,-120.6060593,"POINT (-120.6060593 38.76394197)"
